fonte,codigo,item,descricao,unidade,quantidade_base,custo_unitario_sem_bdi,bdi,preco_unitario_com_bdi,preco_total,ativo,pagina_pdf
C SINAPI,94696,239,"Tê, Pvc, Soldável, Dn 60 Mm Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",UN,1.0,50.66,26.93,64.3,64.3,Sim,20
C SINAPI,94697,240,"Tê, Pvc, Soldável, Dn 75 Mm Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",UN,1.0,85.71,26.93,108.78,108.78,Sim,20
C SINAPI,94699,241,"Tê, Pvc, Soldável, Dn 85 Mm Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",UN,1.0,113.06,26.93,143.51,143.51,Sim,20
C SINAPI,89376,242,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 20Mm X 1/2, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,6.74,26.93,8.55,8.55,Sim,21
C SINAPI,89429,243,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 25Mm X 3/4, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.22,26.93,9.15,9.15,Sim,21
C SINAPI,89383,244,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 25Mm X 3/4, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.86,26.93,9.97,9.97,Sim,21
C SINAPI,89553,245,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,6.37,26.93,8.08,8.08,Sim,21
C SINAPI,89436,246,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,9.39,26.93,11.92,11.92,Sim,21
C SINAPI,89391,247,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 32Mm X 1, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.15,26.93,12.87,12.87,Sim,21
C SINAPI,103994,248,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 40Mm X 1.1/2"", Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.16,26.93,19.24,19.24,Sim,21
C SINAPI,89570,249,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 40Mm X 1.1/2, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.75,26.93,14.91,14.91,Sim,21
C SINAPI,103992,250,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 40Mm X 1.1/4"", Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.78,26.93,16.22,16.22,Sim,21
C SINAPI,89572,251,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 40Mm X 1.1/4, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,9.26,26.93,11.75,11.75,Sim,22
C SINAPI,104001,252,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 50Mm X 1.1/2"", Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.25,26.93,19.35,19.35,Sim,22
C SINAPI,89596,253,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 50Mm X 1.1/2, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.11,26.93,14.1,14.1,Sim,22
C SINAPI,104002,254,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 50Mm X 1.1/4"", Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,18.46,26.93,23.42,23.42,Sim,22
C SINAPI,89595,255,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 50Mm X 1.1/4, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.63,26.93,18.56,18.56,Sim,22
C SINAPI,89610,256,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 60Mm X 2, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.75,26.93,25.06,25.06,Sim,22
C SINAPI,89613,257,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 75Mm X 2.1/2"", Instalado Em Prumada De Água - Fornecimento E Instalação. Af_12/2014",UN,1.0,30.09,26.93,38.19,38.19,Sim,22
C SINAPI,89616,258,"Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 85Mm X 3, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,39.86,26.93,50.6,50.6,Sim,22
C SINAPI,103952,259,"Bucha De Redução, Curta, Pvc, Soldável, Dn 25 X 20 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,6.95,26.93,8.82,8.82,Sim,22
C SINAPI,103947,260,"Bucha De Redução, Curta, Pvc, Soldável, Dn 25 X 20 Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.59,26.93,9.64,9.64,Sim,22
C SINAPI,103957,261,"Bucha De Redução, Curta, Pvc, Soldável, Dn 32 X 25 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,5.59,26.93,7.09,7.09,Sim,23
C SINAPI,103953,262,"Bucha De Redução, Curta, Pvc, Soldável, Dn 32 X 25 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.61,26.93,10.93,10.93,Sim,23
C SINAPI,103948,263,"Bucha De Redução, Curta, Pvc, Soldável, Dn 32 X 25 Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,9.36,26.93,11.88,11.88,Sim,23
C SINAPI,103958,264,"Bucha De Redução, Curta, Pvc, Soldável, Dn 50 X 40 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.81,26.93,13.72,13.72,Sim,23
C SINAPI,104009,265,"Bucha De Redução, Curta, Pvc, Soldável, Dn 50 X 40 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.9,26.93,18.91,18.91,Sim,23
C SINAPI,103959,266,"Bucha De Redução, Curta, Pvc, Soldável, Dn 60 X 50 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.73,26.93,19.96,19.96,Sim,23
C SINAPI,103962,267,"Bucha De Redução, Longa, Pvc, Soldável, Dn 32 X 20 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,6.85,26.93,8.69,8.69,Sim,23
C SINAPI,103954,268,"Bucha De Redução, Longa, Pvc, Soldável, Dn 32 X 20 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,9.77,26.93,12.4,12.4,Sim,23
C SINAPI,103949,269,"Bucha De Redução, Longa, Pvc, Soldável, Dn 32 X 20 Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.48,26.93,13.3,13.3,Sim,23
C SINAPI,103964,270,"Bucha De Redução, Longa, Pvc, Soldável, Dn 40 X 25 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.65,26.93,10.97,10.97,Sim,23
C SINAPI,104014,271,"Bucha De Redução, Longa, Pvc, Soldável, Dn 40 X 25 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.95,26.93,15.16,15.16,Sim,23
C SINAPI,103966,272,"Bucha De Redução, Longa, Pvc, Soldável, Dn 50 X 25 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.21,26.93,12.95,12.95,Sim,23
C SINAPI,103999,273,"Bucha De Redução, Longa, Pvc, Soldável, Dn 50 X 25 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.81,26.93,17.52,17.52,Sim,23
C SINAPI,103967,274,"Bucha De Redução, Longa, Pvc, Soldável, Dn 50 X 32 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.12,26.93,15.38,15.38,Sim,23
C SINAPI,104003,275,"Bucha De Redução, Longa, Pvc, Soldável, Dn 50 X 32 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.95,26.93,20.24,20.24,Sim,24
C SINAPI,103968,276,"Bucha De Redução, Longa, Pvc, Soldável, Dn 60 X 25 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,16.69,26.93,21.17,21.17,Sim,24
C SINAPI,103969,277,"Bucha De Redução, Longa, Pvc, Soldável, Dn 60 X 32 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.52,26.93,24.77,24.77,Sim,24
C SINAPI,103971,278,"Bucha De Redução, Longa, Pvc, Soldável, Dn 60 X 50 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,24.68,26.93,31.32,31.32,Sim,24
C SINAPI,103972,279,"Bucha De Redução, Longa, Pvc, Soldável, Dn 75 X 50 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,28.58,26.93,36.27,36.27,Sim,24
C SINAPI,103993,280,"Bucha De Redução, Pvc, Soldável, Dn 40Mm X 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.3,26.93,14.34,14.34,Sim,24
C SINAPI,89407,281,"Curva 45 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.32,26.93,13.1,13.1,Sim,24
C SINAPI,89361,282,"Curva 45 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.21,26.93,14.22,14.22,Sim,24
C SINAPI,89490,283,"Curva 45 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.94,26.93,10.07,10.07,Sim,24
C SINAPI,89411,284,"Curva 45 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.12,26.93,15.38,15.38,Sim,24
C SINAPI,89365,285,"Curva 45 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.15,26.93,16.68,16.68,Sim,24
C SINAPI,89496,286,"Curva 45 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.18,26.93,14.19,14.19,Sim,24
C SINAPI,89416,287,"Curva 45 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,16.06,26.93,20.38,20.38,Sim,24
C SINAPI,89370,288,"Curva 45 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,17.29,26.93,21.95,21.95,Sim,24
C SINAPI,89500,289,"Curva 45 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.69,26.93,17.37,17.37,Sim,25
C SINAPI,103983,290,"Curva 45 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.28,26.93,24.46,24.46,Sim,25
C SINAPI,89504,291,"Curva 45 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.68,26.93,24.97,24.97,Sim,25
C SINAPI,103987,292,"Curva 45 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,26.25,26.93,33.31,33.31,Sim,25
C SINAPI,89510,293,"Curva 45 Graus, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,27.45,26.93,34.83,34.83,Sim,25
C SINAPI,89519,294,"Curva 45 Graus, Pvc, Soldável, Dn 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,46.41,26.93,58.91,58.91,Sim,25
C SINAPI,89527,295,"Curva 45 Graus, Pvc, Soldável, Dn 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,55.68,26.93,70.67,70.67,Sim,25
C SINAPI,89406,296,"Curva 90 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.25,26.93,13.01,13.01,Sim,25
C SINAPI,89360,297,"Curva 90 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.14,26.93,14.14,14.14,Sim,25
C SINAPI,89489,298,"Curva 90 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.43,26.93,10.7,10.7,Sim,25
C SINAPI,89410,299,"Curva 90 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.61,26.93,16.01,16.01,Sim,25
C SINAPI,89364,300,"Curva 90 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.64,26.93,17.31,17.31,Sim,25
C SINAPI,89494,301,"Curva 90 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,13.02,26.93,16.52,16.52,Sim,25
C SINAPI,89415,302,"Curva 90 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,17.91,26.93,22.73,22.73,Sim,25
C SINAPI,89369,303,"Curva 90 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.13,26.93,24.28,24.28,Sim,26
C SINAPI,89499,304,"Curva 90 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.78,26.93,25.11,25.11,Sim,26
C SINAPI,103982,305,"Curva 90 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,25.38,26.93,32.21,32.21,Sim,26
C SINAPI,89503,306,"Curva 90 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,23.16,26.93,29.4,29.4,Sim,26
C SINAPI,103986,307,"Curva 90 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,29.73,26.93,37.73,37.73,Sim,26
C SINAPI,89507,308,"Curva 90 Graus, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,45.12,26.93,57.27,57.27,Sim,26
C SINAPI,89517,309,"Curva 90 Graus, Pvc, Soldável, Dn 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,66.19,26.93,84.01,84.01,Sim,26
C SINAPI,89525,310,"Curva 90 Graus, Pvc, Soldável, Dn 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,82.73,26.93,105.0,105.0,Sim,26
C SINAPI,89423,311,"Curva De Transposição, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,10.38,26.93,13.17,13.17,Sim,26
C SINAPI,89377,312,"Curva De Transposição, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub- Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.97,26.93,13.92,13.92,Sim,26
C SINAPI,89540,313,"Curva De Transposição, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.35,26.93,13.13,13.13,Sim,26
C SINAPI,89430,314,"Curva De Transposição, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,13.15,26.93,16.69,16.69,Sim,26
C SINAPI,89384,315,"Curva De Transposição, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub- Ramal De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,13.84,26.93,17.56,17.56,Sim,26
C SINAPI,89555,316,"Curva De Transposição, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,20.5,26.93,26.01,26.01,Sim,26
C SINAPI,89437,317,"Curva De Transposição, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,23.75,26.93,30.14,30.14,Sim,27
C SINAPI,89392,318,"Curva De Transposição, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub- Ramal De Água Fornecimento E Instalação. Af_06/2022",UN,1.0,24.57,26.93,31.18,31.18,Sim,27
C SINAPI,89405,319,"Joelho 45 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,9.35,26.93,11.86,11.86,Sim,27
C SINAPI,89359,320,"Joelho 45 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.23,26.93,12.98,12.98,Sim,27
C SINAPI,89485,321,"Joelho 45 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,7.06,26.93,8.96,8.96,Sim,27
C SINAPI,89409,322,"Joelho 45 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.25,26.93,14.27,14.27,Sim,27
C SINAPI,89363,323,"Joelho 45 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.27,26.93,15.56,15.56,Sim,27
C SINAPI,89493,324,"Joelho 45 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.88,26.93,13.81,13.81,Sim,27
C SINAPI,89414,325,"Joelho 45 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.77,26.93,20.01,20.01,Sim,27
C SINAPI,89368,326,"Joelho 45 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,16.99,26.93,21.56,21.56,Sim,27
C SINAPI,89498,327,"Joelho 45 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.19,26.93,18.0,18.0,Sim,27
C SINAPI,103981,328,"Joelho 45 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.78,26.93,25.1,25.1,Sim,27
C SINAPI,89502,329,"Joelho 45 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,18.02,26.93,22.87,22.87,Sim,27
C SINAPI,103985,330,"Joelho 45 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,24.58,26.93,31.2,31.2,Sim,27
C SINAPI,89506,331,"Joelho 45 Graus, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,38.76,26.93,49.19,49.19,Sim,28
C SINAPI,89515,332,"Joelho 45 Graus, Pvc, Soldável, Dn 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,78.07,26.93,99.09,99.09,Sim,28
C SINAPI,89523,333,"Joelho 45 Graus, Pvc, Soldável, Dn 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,95.12,26.93,120.74,120.74,Sim,28
C SINAPI,90373,334,"Joelho 90 Graus Com Bucha De Latão, Pvc, Soldável, Dn 25Mm, X 1/2 Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.32,26.93,18.18,18.18,Sim,28
C SINAPI,89366,335,"Joelho 90 Graus Com Bucha De Latão, Pvc, Soldável, Dn 25Mm, X 3/4 Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,17.48,26.93,22.19,22.19,Sim,28
C SINAPI,89404,336,"Joelho 90 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,8.86,26.93,11.24,11.24,Sim,28
C SINAPI,89358,337,"Joelho 90 Graus, Pvc, Soldável, Dn 20Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,9.74,26.93,12.36,12.36,Sim,28
C SINAPI,89481,338,"Joelho 90 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,6.35,26.93,8.05,8.05,Sim,28
C SINAPI,89408,339,"Joelho 90 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.53,26.93,13.37,13.37,Sim,28
C SINAPI,89362,340,"Joelho 90 Graus, Pvc, Soldável, Dn 25Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.55,26.93,14.66,14.66,Sim,28
C SINAPI,89412,341,"Joelho 90 Graus, Pvc, Soldável, Dn 25Mm, X 3/4 Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.32,26.93,14.37,14.37,Sim,28
C SINAPI,89492,342,"Joelho 90 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,9.29,26.93,11.78,11.78,Sim,28
C SINAPI,89413,343,"Joelho 90 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.18,26.93,17.99,17.99,Sim,28
C SINAPI,89367,344,"Joelho 90 Graus, Pvc, Soldável, Dn 32Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.4,26.93,19.54,19.54,Sim,29
C SINAPI,89497,345,"Joelho 90 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,14.14,26.93,17.94,17.94,Sim,29
C SINAPI,103980,346,"Joelho 90 Graus, Pvc, Soldável, Dn 40Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,19.73,26.93,25.04,25.04,Sim,29
C SINAPI,89501,347,"Joelho 90 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.72,26.93,19.95,19.95,Sim,29
C SINAPI,103984,348,"Joelho 90 Graus, Pvc, Soldável, Dn 50Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,22.28,26.93,28.28,28.28,Sim,29
C SINAPI,89505,349,"Joelho 90 Graus, Pvc, Soldável, Dn 60Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,40.37,26.93,51.23,51.23,Sim,29
C SINAPI,89513,350,"Joelho 90 Graus, Pvc, Soldável, Dn 75Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,96.69,26.93,122.72,122.72,Sim,29
C SINAPI,89521,351,"Joelho 90 Graus, Pvc, Soldável, Dn 85Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,115.06,26.93,146.04,146.04,Sim,29
C SINAPI,103955,352,"Joelho De Redução, 90 Graus, Pvc, Soldável, Dn 25 Mm X 20 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.6,26.93,14.72,14.72,Sim,29
C SINAPI,103950,353,"Joelho De Redução, 90 Graus, Pvc, Soldável, Dn 25 Mm X 20 Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.57,26.93,15.95,15.95,Sim,29
C SINAPI,103974,354,"Joelho De Redução, 90 Graus, Pvc, Soldável, Dn 32 Mm X 25 Mm, Instalado Em Prumada De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,11.13,26.93,14.13,14.13,Sim,29
C SINAPI,103956,355,"Joelho De Redução, 90 Graus, Pvc, Soldável, Dn 32 Mm X 25 Mm, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,15.66,26.93,19.87,19.87,Sim,29
C SINAPI,103951,356,"Joelho De Redução, 90 Graus, Pvc, Soldável, Dn 32 Mm X 25 Mm, Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,16.8,26.93,21.32,21.32,Sim,29
C SINAPI,89374,357,"Luva Com Bucha De Latão, Pvc, Soldável, Dn 20Mm X 1/2"", Instalado Em Ramal Ou Sub-Ramal De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,10.75,26.93,13.65,13.65,Sim,30
C SINAPI,89427,358,"Luva Com Bucha De Latão, Pvc, Soldável, Dn 25Mm X 3/4, Instalado Em Ramal De Distribuição De Água - Fornecimento E Instalação. Af_06/2022",UN,1.0,12.46,26.93,15.81,15.81,Sim,30
